key,rmsd,rmsd_min,energy
BACE1-2IRZ,2.5457419721008496,2.010160913319105,-32035.188273398686
BACE1-2P8H,3.0647935048456363,1.72927281776499,-31871.1520520634
BACE1-3TPR,2.9850712205184267,2.995374987722434,-32180.95770726079
BACE1-4D8C,2.770153658469944,2.1175429924797275,-32029.515987894418
BACE1-3UDJ,1.30169572316442,0.7547737703739077,-32287.748991122993
BACE1-3INH,5.699845744068822,6.166096868664163,-32052.161569939333
BACE1-2F3F,3.480118342793425,3.5822657059792893,-32161.833709241786
BACE1-4DUS,3.4626960026899636,3.3487428472701297,-32170.803107035958
BACE1-4TRW,3.5384247169654555,2.743069116240163,-32332.100686648562
BACE1-3IXJ,4.149532630392389,4.483696852672655,-31738.591162971614
BACE1-4DPI,3.8623158937213207,3.858543842612891,-32081.736642388325
BACE1-4ZPF,6.086490096617851,6.824082656893021,-31915.51719100624
BACE1-4I0I,2.54290342584078,2.2979800386566716,-31917.087144570698
BACE1-2QZL,4.823595645386781,4.807447917373715,-31723.291165439558
BACE1-4B1E,3.853890308566577,3.7264775700384942,-32247.805431258916
BACE1-4DJU,2.380079509919371,2.0061281115621705,-32265.50081394927
BACE1-2OHU,4.18784512406757,4.780896470590009,-31911.903234711437
BACE1-5I3W,3.606823077521887,3.012746924082975,-31794.262635270563
BACE1-2F3E,4.744810458144904,4.328151014001244,-32015.60706470882
BACE1-3IND,3.4404419024752073,4.2889576045157325,-32129.0620031866
BACE1-2FDP,5.291652971527491,4.838132090171911,-31527.241659190015
BACE1-4K8S,2.476376561831036,2.2973157838683846,-31986.232628270052
BACE1-3CKP,4.285858977286735,4.729268318143939,-31884.656810117027
BACE1-3K5C,3.0322444725573185,2.9913182513655046,-32028.29898652629
BACE1-2VJ9,4.043216959421159,4.656922183397767,-32194.165404079467
BACE1-4J0Z,2.6642133935215084,2.4304057127507392,-32259.574545597745
BACE1-5MCO,3.5326923079480825,3.1436873897153514,-31674.00961401553
BACE1-2ZJM,7.619083538608357,7.768294249245271,-31889.702950566694
BACE1-2ZJJ,2.6903851172560205,2.507938236879051,-32571.631337998686
BACE1-3MSL,4.597190964762337,4.633082705931333,-32037.636934245387
BACE1-2ZE1,3.8674974908194195,2.1010840479311126,-31979.02732726695
BACE1-2ZJI,4.585914303614451,4.190618361292281,-32207.571069061745
BACE1-4HZT,3.822421455988792,3.8258535742273994,-32031.338771267157
BACE1-2B8V,4.172110660067261,3.787378624075663,-32321.217442564455
BACE1-4H3F,0.9521096543318895,0.6684708239139856,-32088.214023322682
BACE1-2OAH,4.118371066581702,4.248700607590653,-32192.388303455373
BACE1-4D89,2.8587670728231216,2.5092093874366084,-32064.966318733575
BACE1-3L5F,5.202817827321629,6.2316391625457515,-31819.852139624178
BACE1-2OHM,2.7432006388187276,2.7314175074492,-32098.4950559001
BACE1-5EZZ,2.212561251340798,1.8229729564642476,-32422.697992987072
BACE1-5F00,3.131744235738452,2.828217487013004,-32198.82370666655
BACE1-3LPJ,3.408556380945158,2.8974299191462145,-32209.696517872093
BACE1-5HE4,1.789593084205657,1.55514536298058,-31727.836021096293
BACE1-2XFJ,3.6176352963885545,3.6625810837607338,-32005.592642825846
BACE1-2VIJ,3.481301715950175,2.695929568459688,-31603.508711342798
BACE1-5I3V,2.7256755122696203,2.1897145019385524,-32114.35579928653
BACE1-3S7M,1.765042583850009,1.412190497064755,-32219.749024375677
BACE1-4DJX,1.0765707578380144,1.309568503999186,-31972.4976947331
BACE1-6BFW,2.609587264823231,2.920696047177796,-32341.94089365218
BACE1-4ZPE,5.38853193702718,5.245777704232445,-31812.95435141283
BACE1-3CKR,4.815882165643788,4.557495962087564,-32099.806345625457
BACE1-2Q11,4.32023378282349,4.350876352214352,-32149.18360936486
BACE1-2ZJL,6.235586173234049,4.974619394486376,-32147.768497852274
BACE1-3VG1,3.0093392398925136,2.532444572796355,-31902.4531645175
BACE1-3MSK,1.7762861279222095,1.1250237960446288,-32167.225478397584
BACE1-2WF4,3.9599192341579545,3.1813210384995725,-32024.345440715384
BACE1-3OOZ,3.135761096381496,1.9750992625116828,-32042.369729998005
BACE1-3SKF,5.788444160440405,5.962882121213647,-31853.405469341484
BACE1-5HDZ,1.3056166352694956,0.7452794430788107,-32350.509135875756
BACE1-4ZSR,1.3409675867717492,0.9605266133741427,-31838.915005167317
BACE1-2VA5,1.6534642278293525,1.5009942669689589,-32425.693424542776
BACE1-4EWO,3.680420236902765,4.337443832489361,-32021.436207376108
BACE1-4I0Z,3.9658578630072676,3.672658767072547,-32073.24821010216
BACE1-5ENK,2.2051387076505184,2.3756873633278985,-31937.45710406681
BACE1-3K5F,3.3013776403839263,3.450372109562162,-31538.18141665029
BACE1-4J1C,3.084679658038096,3.135151275017105,-32071.078273070234
BACE1-5HDV,1.1223162513470526,1.137537236980505,-32432.613425506315
BACE1-3RTM,2.1702673265282284,2.83524586005456,-32281.808725636613
BACE1-2VKM,3.692400011405474,4.111530320266176,-31819.365753482307
BACE1-5HE5,1.6163304256096527,1.0890279436584558,-31166.752768392937
BACE1-3RU1,2.6899960118907886,2.6494794238475046,-32377.717640297014
BACE1-4LXA,3.8061309492089244,3.8477597544811872,-32180.82863907322
